1	1	0.00001	-0.00001	0.314159265	1	1				
2	0.93	0	0	0.314159265	0	0.97				
3	0.8649	0.314159265	-0.314159265	0.314159265	1	0.9409				
4	0.804357	0.314159265	-0.314159265	0.314159265	1	0.912673				
5	0.74805201	0.314159265	-0.314159265	0.314159265	1	0.88529281				
6	0.695688369	0.314159265	-0.314159265	0.314159265	1	0.858734026				
7	0.646990183	0	0	0.314159265	0	0.832972005				
8	0.601700871	0.314159265	-0.314159265	0.314159265	1	0.807982845				
9	0.55958181	0.314159265	-0.314159265	0.314159265	1	0.783743359				
10	0.520411083	0.314159265	-0.314159265	0.314159265	1	0.760231059				
11	0.483982307	0.314159265	-0.314159265	0.314159265	1	0.737424127				
12	0.450103546	0	0	0.314159265	0	0.715301403				
13	0.418596297	0.314159265	-0.314159265	0.314159265	1	0.693842361				
14	0.389294557	0.314159265	-0.314159265	0.314159265	1	0.67302709				
15	0.362043938	0.314159265	-0.314159265	0.314159265	1	0.652836277				
16	0.336700862	0.314159265	-0.314159265	0.314159265	1	0.633251189				
17	0.313131802	0	0	0.314159265	0	0.614253653				
18	0.291212576	0.314159265	-0.314159265	0.314159265	1	0.595826044				
19	0.270827695	0.314159265	-0.314159265	0.314159265	1	0.577951263				
20	0.251869757	0.314159265	-0.314159265	0.314159265	1	0.560612725				
21	0.234238874	0.314159265	-0.314159265	0.314159265	1	0.543794343				
22	0.217842153	0	0	0.314159265	0	0.527480513				
23	0.202593202	0.314159265	-0.314159265	0.314159265	1	0.511656097				
24	0.188411678	0.314159265	-0.314159265	0.314159265	1	0.496306414				
25	0.17522286	0.314159265	-0.314159265	0.314159265	1	0.481417222				
26	0.16295726	0.314159265	-0.314159265	0.314159265	1	0.466974705				
27	0.151550252	0	0	0.314159265	0	0.452965464				
28	0.140941734	0.314159265	-0.314159265	0.314159265	1	0.4393765				
29	0.131075813	0.314159265	-0.314159265	0.314159265	1	0.426195205				
30	0.121900506	0.314159265	-0.314159265	0.314159265	1	0.413409349				
31	0.113367471	0.314159265	-0.314159265	0.314159265	1	0.401007069				
32	0.105431748	0	0	0.314159265	0	0.388976856				
33	0.098051525	0.314159265	-0.314159265	0.314159265	1	0.377307551				
34	0.091187918	0.314159265	-0.314159265	0.314159265	1	0.365988324				
35	0.084804764	0.314159265	-0.314159265	0.314159265	1	0.355008675				
36	0.078868431	0.314159265	-0.314159265	0.314159265	1	0.344358414				
37	0.073347641	0	0	0.314159265	0	0.334027662				
38	0.068213306	0.314159265	-0.314159265	0.314159265	1	0.324006832				
39	0.063438374	0.314159265	-0.314159265	0.314159265	1	0.314286627				
40	0.058997688	0.314159265	-0.314159265	0.314159265	1	0.304858028				
41	0.05486785	0.314159265	-0.314159265	0.314159265	1	0.295712287				
42	0.0510271	0	0	0.314159265	0	0.286840919				
43	0.047455203	0.314159265	-0.314159265	0.314159265	1	0.278235691				
44	0.044133339	0.314159265	-0.314159265	0.314159265	1	0.26988862				
45	0.041044005	0.314159265	-0.314159265	0.314159265	1	0.261791962				
46	0.038170925	0.314159265	-0.314159265	0.314159265	1	0.253938203				
47	0.03549896	0	0	0.314159265	0	0.246320057				
48	0.033014033	0.314159265	-0.314159265	0.314159265	1	0.238930455				
49	0.030703051	0.314159265	-0.314159265	0.314159265	1	0.231762542				
50	0.028553837	0.314159265	-0.314159265	0.314159265	1	0.224809665				
